pixel_x,pixel_y,pixel_value,db_value,surface_type
2,52,109,-14.313725490196079,regular_glacier_ice
2,53,131,-12.15686274509804,clean_glacier_ice
2,54,255,0.0,debris_rock
2,55,255,0.0,debris_rock
2,56,251,-0.3921568627451002,debris_rock
2,57,255,0.0,debris_rock
2,58,232,-2.254901960784313,debris_rock
2,59,224,-3.0392156862745097,debris_rock
2,60,178,-7.549019607843139,mixed_snow_ice
2,61,177,-7.647058823529413,mixed_snow_ice
2,62,219,-3.529411764705884,debris_rock
2,63,220,-3.4313725490196063,debris_rock
2,64,220,-3.4313725490196063,debris_rock
2,65,202,-5.196078431372548,debris_rock
2,66,255,0.0,debris_rock
2,67,255,0.0,debris_rock
2,68,255,0.0,debris_rock
2,69,255,0.0,debris_rock
2,70,255,0.0,debris_rock
2,71,226,-2.8431372549019613,debris_rock
2,72,208,-4.607843137254903,debris_rock
2,73,164,-8.92156862745098,mixed_snow_ice
2,74,170,-8.333333333333336,mixed_snow_ice
2,75,204,-5.0,debris_rock
2,76,197,-5.686274509803919,debris_rock
2,77,157,-9.607843137254902,clean_glacier_ice
2,78,190,-6.372549019607842,debris_rock
2,79,218,-3.627450980392158,debris_rock
2,80,203,-5.098039215686274,debris_rock
2,81,159,-9.411764705882353,clean_glacier_ice
2,82,193,-6.078431372549019,debris_rock
2,83,200,-5.392156862745097,debris_rock
2,84,198,-5.588235294117645,debris_rock
2,85,213,-4.117647058823529,debris_rock
2,86,180,-7.352941176470587,mixed_snow_ice
2,87,217,-3.7254901960784323,debris_rock
2,88,206,-4.803921568627452,debris_rock
2,89,201,-5.2941176470588225,debris_rock
2,90,222,-3.235294117647058,debris_rock
2,91,225,-2.9411764705882355,debris_rock
2,92,203,-5.098039215686274,debris_rock
2,93,171,-8.235294117647062,mixed_snow_ice
2,94,199,-5.490196078431371,debris_rock
2,95,206,-4.803921568627452,debris_rock
2,96,216,-3.8235294117647065,debris_rock
2,97,175,-7.843137254901961,mixed_snow_ice
2,98,153,-10.0,clean_glacier_ice
2,99,173,-8.03921568627451,mixed_snow_ice
2,100,168,-8.529411764705884,mixed_snow_ice
2,101,181,-7.254901960784313,mixed_snow_ice
2,102,177,-7.647058823529413,mixed_snow_ice
2,103,175,-7.843137254901961,mixed_snow_ice
2,104,131,-12.15686274509804,clean_glacier_ice
2,105,84,-16.764705882352942,deep_glacier_ice
2,106,67,-18.431372549019606,deep_glacier_ice
2,119,255,0.0,debris_rock
2,120,171,-8.235294117647062,mixed_snow_ice
2,121,116,-13.627450980392156,regular_glacier_ice
2,122,146,-10.686274509803923,clean_glacier_ice
2,123,154,-9.901960784313726,clean_glacier_ice
2,124,158,-9.509803921568627,clean_glacier_ice
2,125,121,-13.137254901960786,regular_glacier_ice
2,126,125,-12.745098039215687,regular_glacier_ice
2,127,173,-8.03921568627451,mixed_snow_ice
2,128,130,-12.254901960784315,clean_glacier_ice
2,129,181,-7.254901960784313,mixed_snow_ice
2,133,98,-15.392156862745097,regular_glacier_ice
2,134,119,-13.333333333333334,regular_glacier_ice
